id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
1841,533208040,120,FV,4274,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1241.0,GasA,Ex,Y,SBrkr,0,1241,1.0,0.0,1,1,1,1,Gd,4,Typ,0,Attchd,2007.0,Fin,2.0,569.0,TA,TA,Y,0,116,0,0,0,0,0,11,2007,New,12.205572520488492
591,534152120,20,RL,9650,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1350.0,GasA,TA,Y,SBrkr,0,1334,0.0,1.0,2,0,2,1,TA,6,Typ,1,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0,16,0,0,0,0,0,4,2009,WD ,12.031123843065632
1897,534425080,20,RL,14585,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,1144.0,GasA,Ex,Y,SBrkr,0,1429,0.0,1.0,1,0,3,1,Gd,7,Typ,2,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,216,110,0,0,0,0,0,6,2007,WD ,12.111212364506214
70,528458110,20,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1566.0,GasA,Ex,Y,SBrkr,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,144,168,0,0,0,0,0,4,2010,WD ,12.478006361013815
590,534151120,60,RL,13774,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,908.0,GasA,Ex,Y,SBrkr,0,2288,0.0,0.0,1,2,4,1,Gd,8,Typ,2,Attchd,1977.0,RFn,2.0,520.0,TA,TA,Y,321,72,0,0,156,0,0,11,2009,WD ,12.345834587905333
1172,533215080,120,FV,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1698.0,GasA,Ex,Y,SBrkr,0,1709,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,1999.0,Fin,2.0,506.0,TA,TA,Y,97,65,0,0,0,0,0,1,2008,CWD,12.703509032177148
1714,528172070,20,RL,9254,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1721.0,GasA,Ex,Y,SBrkr,0,1721,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2005.0,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,0,0,0,1,2007,WD ,12.35749675449625
829,906380220,20,RL,10324,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1254.0,GasA,Ex,Y,SBrkr,0,1254,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2008.0,RFn,3.0,810.0,TA,TA,Y,168,92,0,0,0,0,0,3,2009,WD ,12.309531353898404
1397,905227050,50,RL,8375,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,576.0,GasA,Gd,Y,SBrkr,0,1350,1.0,0.0,1,1,2,1,Gd,6,Min1,0,2Types,1973.0,Unf,3.0,627.0,TA,TA,N,0,0,0,0,0,0,0,6,2008,WD ,11.934263922234683
877,907290090,20,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1630.0,GasA,Ex,Y,SBrkr,0,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,74,234,0,0,0,0,0,10,2009,WD ,12.269047444691562
2477,531376050,60,RL,7632,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,784.0,GasA,Ex,Y,SBrkr,0,1585,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2005.0,RFn,2.0,449.0,TA,TA,Y,100,77,0,0,0,0,0,3,2006,WD ,12.127570417375216
2871,909428110,190,RL,15750,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1165.0,GasA,TA,Y,SBrkr,0,1336,1.0,0.0,1,0,2,1,TA,5,Typ,2,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,11.964001084330445
2489,532353030,20,RL,9240,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864.0,GasA,Gd,Y,SBrkr,0,1211,0.0,0.0,1,0,2,1,TA,6,Min1,1,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,161,0,0,0,0,0,0,3,2006,WD ,11.877568578558138
1655,527354050,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1259.0,GasA,Ex,Y,SBrkr,0,1353,1.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1979.0,RFn,2.0,478.0,TA,TA,Y,240,141,0,0,0,0,0,8,2007,WD ,12.167071908180441
1891,534401120,20,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1174.0,GasA,Ex,Y,SBrkr,0,1200,0.0,1.0,2,0,3,1,TA,6,Typ,1,Attchd,1966.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,10,2007,CWD,12.004568269319446
1419,906204150,60,RL,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1475.0,GasA,Ex,Y,SBrkr,0,2329,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,192,121,0,0,0,0,0,5,2008,WD ,12.477167914377556
1473,907405020,20,RL,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1536.0,GasA,Ex,Y,SBrkr,0,1536,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,192,74,0,0,0,0,0,12,2008,WD ,12.273731294003989
2868,909425120,20,RL,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,GLQ,1073.0,GasA,Ex,Y,SBrkr,0,1811,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Attchd,1956.0,Fin,2.0,470.0,TA,TA,Y,0,0,280,0,0,0,0,7,2006,WD ,12.345834587905333
1695,528108160,60,RL,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1063.0,GasA,Ex,Y,SBrkr,0,2172,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,0,0,0,8,2007,New,12.542544882151386
2244,911128010,20,C (all),6565,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1073.0,GasA,Gd,Y,FuseA,0,1073,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1985.0,Unf,2.0,720.0,TA,TA,Y,0,444,0,0,0,0,0,8,2007,WD ,11.84939770159144
169,535477020,60,RL,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,756.0,GasA,TA,Y,SBrkr,0,1839,0.0,0.0,1,1,4,1,TA,7,Typ,1,Attchd,1966.0,Unf,2.0,442.0,TA,TA,Y,0,124,216,0,0,0,0,6,2010,WD ,11.951180395901384
2670,902456015,50,C (all),4761,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,Unf,1020.0,GasA,Fa,N,FuseP,0,1020,0.0,0.0,1,0,2,1,Fa,5,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,0,0,105,0,0,0,0,10,2006,ConLD,11.074420502783864
247,906204230,60,RL,12361,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,946.0,GasA,Ex,Y,SBrkr,0,1802,0.0,1.0,2,1,3,1,Gd,8,Typ,1,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,450,92,0,0,0,0,0,5,2010,WD ,12.292250341771226
2137,907200250,80,RL,9720,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,ALQ,Unf,995.0,GasA,TA,Y,SBrkr,0,1009,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD ,11.982929094215963
1794,528456190,20,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1338.0,GasA,Ex,Y,SBrkr,0,1338,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2007.0,RFn,2.0,598.0,TA,TA,Y,0,141,0,0,0,0,0,11,2007,New,12.249610947544657
1498,908154080,20,RL,47007,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,GasA,TA,Y,SBrkr,0,3820,0.0,0.0,3,1,5,1,Ex,11,Typ,2,Attchd,1959.0,Unf,2.0,624.0,TA,TA,Y,0,372,0,0,0,0,0,7,2008,WD ,12.559191273266128
1164,533212140,160,FV,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,689.0,GasA,Ex,Y,SBrkr,0,1392,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,0,3,2008,WD ,11.891361900690473
1179,533250050,120,RL,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1260.0,GasA,Ex,Y,SBrkr,0,1288,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,120,30,0,0,224,0,0,12,2008,WD ,12.411052226216713
1340,903228090,45,RM,5000,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,992.0,GasA,Ex,Y,SBrkr,0,1013,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,0,0,0,4,2008,WD ,11.635143097694478
436,528116010,20,RL,16870,Pave,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1782.0,GasA,Ex,Y,SBrkr,0,1782,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,99,82,0,0,0,0,0,4,2009,WD ,12.598114733306197
1636,527210060,20,RL,14157,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1922.0,GasA,Ex,Y,SBrkr,0,1922,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,178,51,0,0,0,0,0,7,2007,WD ,12.841129801965447
421,528102040,20,RL,12456,Pave,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1700.0,GasA,Ex,Y,SBrkr,0,1718,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,216,48,0,0,0,0,0,7,2009,WD ,12.729320789294722
457,528176030,20,RL,14836,Pave,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2492.0,GasA,Ex,Y,SBrkr,0,2492,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Attchd,2004.0,Fin,3.0,949.0,TA,TA,Y,226,235,0,0,0,0,0,2,2009,WD ,13.221303325259232
2834,908225180,50,RL,6956,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,Unf,624.0,GasA,Ex,Y,SBrkr,0,936,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,0,0,0,0,0,0,0,4,2006,WD ,11.491701828518602
517,528456240,20,FV,7862,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1218.0,GasA,Ex,Y,SBrkr,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,0,0,0,9,2009,New,12.246734627249063
1566,914467050,60,RL,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,910.0,GasA,Ex,Y,SBrkr,0,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,0,0,0,9,2008,WD ,12.269047444691562
1439,907187030,60,RL,8924,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,880.0,GasA,Ex,Y,SBrkr,0,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,120,155,0,0,0,0,0,7,2008,WD ,12.144197241812087
2577,535177100,20,RL,9610,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1121.0,GasA,Ex,Y,FuseA,0,1336,0.0,0.0,1,1,3,1,TA,7,Typ,1,Attchd,1958.0,RFn,2.0,488.0,TA,TA,Y,80,0,0,0,0,0,0,12,2006,WD ,11.99535161421452
2241,910205130,50,RM,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,910.0,GasA,TA,Y,FuseA,0,1558,0.0,0.0,1,1,4,1,TA,6,Typ,0,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,289,0,0,0,0,0,0,6,2007,WD ,11.931635799828413
71,528477080,60,FV,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,991.0,GasA,Ex,Y,SBrkr,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0,136,0,0,0,0,0,5,2010,WD ,12.448626590364206
1143,531384030,60,RL,14565,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,832.0,GasA,Ex,Y,SBrkr,0,1657,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144,74,0,0,0,0,2000,11,2008,WD ,12.14950229404178
1021,527302185,20,RL,18559,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,2048.0,GasA,TA,Y,SBrkr,0,2064,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,1978.0,Fin,2.0,550.0,TA,TA,Y,200,0,0,0,0,0,0,8,2008,WD ,12.367340793126296
1416,905479110,190,RL,10880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1164.0,GasW,TA,N,SBrkr,0,1164,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0,48,0,0,0,0,0,8,2008,ConLD,11.736069016284437
35,527453150,120,RL,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,836.0,GasA,Ex,Y,SBrkr,0,836,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1975.0,Unf,1.0,308.0,TA,TA,Y,0,30,0,0,0,0,0,6,2010,WD ,11.695247021764184
2904,923125030,20,A (agr),31250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,TA,Fa,CBlock,NA,NA,NA,NA,NA,0.0,GasA,TA,Y,FuseA,0,1600,0.0,0.0,1,1,3,1,TA,6,Mod,0,Attchd,1951.0,Unf,1.0,270.0,Fa,TA,N,0,0,135,0,0,0,0,5,2006,WD ,11.308358299228955
2174,908127100,90,RL,11841,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,816.0,GasA,TA,Y,SBrkr,0,816,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,Y,0,32,0,0,0,0,0,5,2007,WD ,11.682668239557323
522,528458160,20,FV,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,1766.0,GasA,Ex,Y,SBrkr,0,1766,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,0,10,2009,New,12.823628446539173
2211,909275030,90,RH,6270,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1001.0,GasA,TA,N,FuseA,0,2002,0.0,0.0,2,0,4,2,TA,8,Typ,0,2Types,1949.0,Unf,3.0,871.0,TA,TA,Y,0,0,0,0,0,0,0,8,2007,WD ,11.884489021402711
1539,909425010,50,RL,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,798.0,GasA,Ex,Y,SBrkr,0,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,0,5,2008,WD ,12.649154617209645
2420,528228280,120,RL,3087,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1220.0,GasA,Ex,Y,SBrkr,0,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,16,0,0,0,0,0,11,2006,New,12.256052577835195
2779,907192010,60,RL,13450,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,916.0,GasA,Ex,Y,SBrkr,0,1861,1.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD ,12.206072645530174
953,914476020,90,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,NA,0.0,GasA,TA,Y,SBrkr,0,1734,0.0,0.0,2,0,4,2,Gd,8,Typ,0,Attchd,1977.0,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,COD,11.744037185933616
658,535377150,70,RL,8146,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,405.0,GasA,Gd,Y,SBrkr,0,1039,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,1940.0,Unf,1.0,281.0,TA,TA,N,0,0,168,0,111,0,0,5,2009,WD ,11.643953727376633
714,902301060,70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,677.0,GasA,TA,Y,SBrkr,0,1510,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Detchd,1974.0,Unf,2.0,720.0,TA,TA,N,0,0,160,0,0,0,0,6,2009,WD ,11.379394072345706
